stop_id,bdot10k_id,osm_id,LOKALNYID
-1,,10288281745,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,,10288281746,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,,10181360044,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-23E8-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-2419-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,1222374F-B609-4779-8C6A-9E3EB13CE419,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,E6381437-72B0-408A-8B4D-429F07E03ADE,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-23E3-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-239C-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,,6868254413,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-244F-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-2393-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-2399-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,B02890DD-73FF-454F-85FA-95FD7382FFAD,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-23E1-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-2404-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,,3685786755,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-23D8-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,,2184432556,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,,2185748794,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,F49186D0-6CAC-4875-AFB3-CA5EA7AA591C,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,,2185109476,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-23F8-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-2391-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-23B0-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-2411-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-23A6-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-2412-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-239A-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,,2184432562,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,,2184435988,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,2E3B6B32-242E-4F51-E053-CA2BA8C079CB,-1,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,,2184438793,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,,2184432566,2E3B6B31-8E52-4F51-E053-CA2BA8C079CB
-1,,9768668362,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,,5530350004,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,,9841481477,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,,10002348769,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,272D67E8-191E-20AB-E053-CA2BA8C0E5ED,-1,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,272D67E8-1897-20AB-E053-CA2BA8C0E5ED,-1,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,272D67E8-1963-20AB-E053-CA2BA8C0E5ED,-1,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,,9841481468,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,,9841481496,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,272D67E8-1921-20AB-E053-CA2BA8C0E5ED,-1,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,,10000804197,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,272D67E8-18CD-20AB-E053-CA2BA8C0E5ED,-1,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,,9841481499,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,272D67E8-1971-20AB-E053-CA2BA8C0E5ED,-1,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,,10002348766,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,,9841481460,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,,9768668361,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,,9841481500,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,272D67E8-191F-20AB-E053-CA2BA8C0E5ED,-1,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,,5530350409,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,272D67E8-191A-20AB-E053-CA2BA8C0E5ED,-1,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,,9841542823,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,,9841481487,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
-1,272D67E8-196B-20AB-E053-CA2BA8C0E5ED,-1,272D67E6-F1EE-20AB-E053-CA2BA8C0E5ED
