WOJ;POW;GMI;RODZ;NAZWA;NAZWA_DOD
24;17;;;żywiecki;powiat
24;17;01;1;Żywiec;gmina miejska
24;17;02;2;Czernichów;gmina wiejska
24;17;03;2;Gilowice;gmina wiejska
24;17;04;2;Jeleśnia;gmina wiejska
24;17;05;2;Koszarawa;gmina wiejska
24;17;06;2;Lipowa;gmina wiejska
24;17;07;2;Łękawica;gmina wiejska
24;17;08;2;Łodygowice;gmina wiejska
24;17;09;2;Milówka;gmina wiejska
24;17;10;2;Radziechowy-Wieprz;gmina wiejska
24;17;11;2;Rajcza;gmina wiejska
24;17;12;2;Ślemień;gmina wiejska
24;17;13;2;Świnna;gmina wiejska
24;17;14;2;Ujsoły;gmina wiejska
24;17;15;2;Węgierska Górka;gmina wiejska
24;61;;;Bielsko-Biała;miasto na prawach powiatu
24;61;01;1;Bielsko-Biała;gmina miejska
24;62;;;Bytom;miasto na prawach powiatu
24;62;01;1;Bytom;gmina miejska
24;63;;;Chorzów;miasto na prawach powiatu
24;63;01;1;Chorzów;gmina miejska
24;64;;;Częstochowa;miasto na prawach powiatu
24;64;01;1;Częstochowa;gmina miejska
24;65;;;Dąbrowa Górnicza;miasto na prawach powiatu
24;65;01;1;Dąbrowa Górnicza;gmina miejska
24;66;;;Gliwice;miasto na prawach powiatu
24;66;01;1;Gliwice;gmina miejska
24;67;;;Jastrzębie-Zdrój;miasto na prawach powiatu
24;67;01;1;Jastrzębie-Zdrój;gmina miejska
24;68;;;Jaworzno;miasto na prawach powiatu
24;68;01;1;Jaworzno;gmina miejska
24;69;;;Katowice;miasto na prawach powiatu
24;69;01;1;Katowice;gmina miejska
24;70;;;Mysłowice;miasto na prawach powiatu
24;70;01;1;Mysłowice;gmina miejska
24;71;;;Piekary Śląskie;miasto na prawach powiatu
24;71;01;1;Piekary Śląskie;gmina miejska
24;72;;;Ruda Śląska;miasto na prawach powiatu
24;72;01;1;Ruda Śląska;gmina miejska
24;73;;;Rybnik;miasto na prawach powiatu
24;73;01;1;Rybnik;gmina miejska
24;74;;;Siemianowice Śląskie;miasto na prawach powiatu
24;74;01;1;Siemianowice Śląskie;gmina miejska
24;75;;;Sosnowiec;miasto na prawach powiatu
24;75;01;1;Sosnowiec;gmina miejska
24;76;;;Świętochłowice;miasto na prawach powiatu
24;76;01;1;Świętochłowice;gmina miejska
24;77;;;Tychy;miasto na prawach powiatu
24;77;01;1;Tychy;gmina miejska
24;78;;;Zabrze;miasto na prawach powiatu
24;78;01;1;Zabrze;gmina miejska
24;79;;;Żory;miasto na prawach powiatu
24;79;01;1;Żory;gmina miejska
26;;;;ŚWIĘTOKRZYSKIE;województwo
26;01;;;buski;powiat
26;01;01;4;Busko-Zdrój;miasto
26;01;01;5;Busko-Zdrój;obszar wiejski
26;01;02;2;Gnojno;gmina wiejska
26;01;03;4;Nowy Korczyn;miasto
26;01;03;5;Nowy Korczyn;obszar wiejski
26;01;04;4;Pacanów;miasto
26;01;04;5;Pacanów;obszar wiejski
26;01;05;2;Solec-Zdrój;gmina wiejska
26;01;06;4;Stopnica;miasto
26;01;06;5;Stopnica;obszar wiejski
26;01;07;2;Tuczępy;gmina wiejska
26;01;08;4;Wiślica;miasto
26;01;08;5;Wiślica;obszar wiejski
26;02;;;jędrzejowski;powiat
26;02;01;2;Imielno;gmina wiejska
26;02;02;4;Jędrzejów;miasto
26;02;02;5;Jędrzejów;obszar wiejski
26;02;03;4;Małogoszcz;miasto
26;02;03;5;Małogoszcz;obszar wiejski
26;02;04;2;Nagłowice;gmina wiejska
26;02;05;2;Oksa;gmina wiejska
26;02;06;4;Sędziszów;miasto
26;02;06;5;Sędziszów;obszar wiejski
26;02;07;2;Słupia;gmina wiejska
26;02;08;4;Sobków;miasto
26;02;08;5;Sobków;obszar wiejski
26;02;09;4;Wodzisław;miasto
26;02;09;5;Wodzisław;obszar wiejski
26;03;;;kazimierski;powiat
26;03;01;2;Bejsce;gmina wiejska
26;03;02;2;Czarnocin;gmina wiejska
26;03;03;4;Kazimierza Wielka;miasto
26;03;03;5;Kazimierza Wielka;obszar wiejski
26;03;04;4;Opatowiec;miasto
26;03;04;5;Opatowiec;obszar wiejski
26;03;05;4;Skalbmierz;miasto
26;03;05;5;Skalbmierz;obszar wiejski
26;04;;;kielecki;powiat
26;04;01;2;Bieliny;gmina wiejska
26;04;02;4;Bodzentyn;miasto
26;04;02;5;Bodzentyn;obszar wiejski
26;04;03;4;Chęciny;miasto
26;04;03;5;Chęciny;obszar wiejski
26;04;04;4;Chmielnik;miasto
26;04;04;5;Chmielnik;obszar wiejski
26;04;05;4;Daleszyce;miasto
26;04;05;5;Daleszyce;obszar wiejski
26;04;06;2;Górno;gmina wiejska
26;04;07;4;Łagów;miasto
26;04;07;5;Łagów;obszar wiejski
26;04;08;4;Łopuszno;miasto
26;04;08;5;Łopuszno;obszar wiejski
26;04;09;2;Masłów;gmina wiejska
26;04;10;2;Miedziana Góra;gmina wiejska
26;04;11;2;Mniów;gmina wiejska
26;04;12;4;Morawica;miasto
26;04;12;5;Morawica;obszar wiejski
26;04;13;4;Nowa Słupia;miasto
26;04;13;5;Nowa Słupia;obszar wiejski
26;04;14;4;Piekoszów;miasto
26;04;14;5;Piekoszów;obszar wiejski
26;04;15;4;Pierzchnica;miasto
26;04;15;5;Pierzchnica;obszar wiejski
26;04;16;2;Raków;gmina wiejska
26;04;17;2;Nowiny;gmina wiejska
26;04;18;2;Strawczyn;gmina wiejska
26;04;19;2;Zagnańsk;gmina wiejska
26;05;;;konecki;powiat
26;05;01;2;Fałków;gmina wiejska
26;05;02;4;Gowarczów;miasto
26;05;02;5;Gowarczów;obszar wiejski
26;05;03;4;Końskie;miasto
26;05;03;5;Końskie;obszar wiejski
26;05;04;4;Radoszyce;miasto
26;05;04;5;Radoszyce;obszar wiejski
26;05;05;2;Ruda Maleniecka;gmina wiejska
26;05;06;2;Słupia Konecka;gmina wiejska
26;05;07;2;Smyków;gmina wiejska
26;05;08;4;Stąporków;miasto
26;05;08;5;Stąporków;obszar wiejski
26;06;;;opatowski;powiat
26;06;01;2;Baćkowice;gmina wiejska
26;06;02;4;Iwaniska;miasto
26;06;02;5;Iwaniska;obszar wiejski
26;06;03;2;Lipnik;gmina wiejska
26;06;04;4;Opatów;miasto
26;06;04;5;Opatów;obszar wiejski
26;06;05;4;Ożarów;miasto
26;06;05;5;Ożarów;obszar wiejski
26;06;06;2;Sadowie;gmina wiejska
26;06;07;2;Tarłów;gmina wiejska
26;06;08;2;Wojciechowice;gmina wiejska
26;07;;;ostrowiecki;powiat
26;07;01;1;Ostrowiec Świętokrzyski;gmina miejska
26;07;02;2;Bałtów;gmina wiejska
26;07;03;2;Bodzechów;gmina wiejska
26;07;04;4;Ćmielów;miasto
26;07;04;5;Ćmielów;obszar wiejski
26;07;05;4;Kunów;miasto
26;07;05;5;Kunów;obszar wiejski
26;07;06;2;Waśniów;gmina wiejska
26;08;;;pińczowski;powiat
26;08;01;4;Działoszyce;miasto
26;08;01;5;Działoszyce;obszar wiejski
26;08;02;2;Kije;gmina wiejska
26;08;03;2;Michałów;gmina wiejska
26;08;04;4;Pińczów;miasto
26;08;04;5;Pińczów;obszar wiejski
26;08;05;2;Złota;gmina wiejska
26;09;;;sandomierski;powiat
26;09;01;1;Sandomierz;gmina miejska
26;09;02;2;Dwikozy;gmina wiejska
26;09;03;4;Klimontów;miasto
26;09;03;5;Klimontów;obszar wiejski
26;09;04;4;Koprzywnica;miasto
26;09;04;5;Koprzywnica;obszar wiejski
26;09;05;2;Łoniów;gmina wiejska
26;09;06;2;Obrazów;gmina wiejska
26;09;07;2;Samborzec;gmina wiejska
26;09;08;2;Wilczyce;gmina wiejska
26;09;09;4;Zawichost;miasto
26;09;09;5;Zawichost;obszar wiejski
26;10;;;skarżyski;powiat
26;10;01;1;Skarżysko-Kamienna;gmina miejska
26;10;02;2;Bliżyn;gmina wiejska
26;10;03;2;Łączna;gmina wiejska
26;10;04;2;Skarżysko Kościelne;gmina wiejska
26;10;05;4;Suchedniów;miasto
26;10;05;5;Suchedniów;obszar wiejski
26;11;;;starachowicki;powiat
26;11;01;1;Starachowice;gmina miejska
26;11;02;2;Brody;gmina wiejska
26;11;03;2;Mirzec;gmina wiejska
26;11;04;2;Pawłów;gmina wiejska
26;11;05;4;Wąchock;miasto
26;11;05;5;Wąchock;obszar wiejski
26;12;;;staszowski;powiat
26;12;01;4;Bogoria;miasto
26;12;01;5;Bogoria;obszar wiejski
26;12;02;2;Łubnice;gmina wiejska
26;12;03;4;Oleśnica;miasto
26;12;03;5;Oleśnica;obszar wiejski
26;12;04;4;Osiek;miasto
26;12;04;5;Osiek;obszar wiejski
26;12;05;4;Połaniec;miasto
26;12;05;5;Połaniec;obszar wiejski
26;12;06;2;Rytwiany;gmina wiejska
26;12;07;4;Staszów;miasto
26;12;07;5;Staszów;obszar wiejski
26;12;08;4;Szydłów;miasto
26;12;08;5;Szydłów;obszar wiejski
26;13;;;włoszczowski;powiat
26;13;01;2;Kluczewsko;gmina wiejska
26;13;02;2;Krasocin;gmina wiejska
26;13;03;2;Moskorzew;gmina wiejska
26;13;04;2;Radków;gmina wiejska
26;13;05;2;Secemin;gmina wiejska
26;13;06;4;Włoszczowa;miasto
26;13;06;5;Włoszczowa;obszar wiejski
26;61;;;Kielce;miasto na prawach powiatu
26;61;01;1;Kielce;gmina miejska
28;;;;WARMIŃSKO-MAZURSKIE;województwo
28;01;;;bartoszycki;powiat
28;01;01;1;Bartoszyce;gmina miejska
28;01;02;1;Górowo Iławeckie;gmina miejska
28;01;03;2;Bartoszyce;gmina wiejska
28;01;04;4;Bisztynek;miasto
28;01;04;5;Bisztynek;obszar wiejski
28;01;05;2;Górowo Iławeckie;gmina wiejska
28;01;06;4;Sępopol;miasto
28;01;06;5;Sępopol;obszar wiejski
28;02;;;braniewski;powiat
28;02;01;1;Braniewo;gmina miejska
28;02;02;2;Braniewo;gmina wiejska
28;02;03;4;Frombork;miasto
28;02;03;5;Frombork;obszar wiejski
28;02;04;2;Lelkowo;gmina wiejska
28;02;05;4;Pieniężno;miasto
28;02;05;5;Pieniężno;obszar wiejski
28;02;06;2;Płoskinia;gmina wiejska
28;02;07;2;Wilczęta;gmina wiejska
28;03;;;działdowski;powiat
28;03;01;1;Działdowo;gmina miejska
28;03;02;2;Działdowo;gmina wiejska
28;03;03;2;Iłowo-Osada;gmina wiejska
28;03;04;4;Lidzbark;miasto
28;03;04;5;Lidzbark;obszar wiejski
28;03;05;2;Płośnica;gmina wiejska
28;03;06;2;Rybno;gmina wiejska
28;04;;;elbląski;powiat
28;04;01;2;Elbląg;gmina wiejska
28;04;02;2;Godkowo;gmina wiejska
28;04;03;2;Gronowo Elbląskie;gmina wiejska
28;04;04;2;Markusy;gmina wiejska
28;04;05;2;Milejewo;gmina wiejska
28;04;06;4;Młynary;miasto
28;04;06;5;Młynary;obszar wiejski
28;04;07;4;Pasłęk;miasto
28;04;07;5;Pasłęk;obszar wiejski
28;04;08;2;Rychliki;gmina wiejska
28;04;09;4;Tolkmicko;miasto
28;04;09;5;Tolkmicko;obszar wiejski
28;05;;;ełcki;powiat
28;05;01;1;Ełk;gmina miejska
28;05;02;2;Ełk;gmina wiejska
28;05;03;2;Kalinowo;gmina wiejska
28;05;04;2;Prostki;gmina wiejska
28;05;05;2;Stare Juchy;gmina wiejska
28;06;;;giżycki;powiat
28;06;01;1;Giżycko;gmina miejska
28;06;04;2;Giżycko;gmina wiejska
28;06;05;2;Kruklanki;gmina wiejska
28;06;06;2;Miłki;gmina wiejska
28;06;08;4;Ryn;miasto
28;06;08;5;Ryn;obszar wiejski
28;06;10;2;Wydminy;gmina wiejska
28;07;;;iławski;powiat
28;07;01;1;Iława;gmina miejska
28;07;02;1;Lubawa;gmina miejska
28;07;03;2;Iława;gmina wiejska
28;07;04;4;Kisielice;miasto
28;07;04;5;Kisielice;obszar wiejski
28;07;05;2;Lubawa;gmina wiejska
28;07;06;4;Susz;miasto
28;07;06;5;Susz;obszar wiejski
28;07;07;4;Zalewo;miasto
28;07;07;5;Zalewo;obszar wiejski
28;08;;;kętrzyński;powiat
28;08;01;1;Kętrzyn;gmina miejska
28;08;02;2;Barciany;gmina wiejska
28;08;03;2;Kętrzyn;gmina wiejska
28;08;04;4;Korsze;miasto
28;08;04;5;Korsze;obszar wiejski
28;08;05;4;Reszel;miasto
28;08;05;5;Reszel;obszar wiejski
28;08;06;2;Srokowo;gmina wiejska
28;09;;;lidzbarski;powiat
28;09;01;1;Lidzbark Warmiński;gmina miejska
28;09;02;2;Kiwity;gmina wiejska
28;09;03;2;Lidzbark Warmiński;gmina wiejska
28;09;04;2;Lubomino;gmina wiejska
28;09;05;4;Orneta;miasto
28;09;05;5;Orneta;obszar wiejski
28;10;;;mrągowski;powiat
28;10;01;1;Mrągowo;gmina miejska
28;10;02;4;Mikołajki;miasto
28;10;02;5;Mikołajki;obszar wiejski
28;10;03;2;Mrągowo;gmina wiejska
28;10;04;2;Piecki;gmina wiejska
28;10;05;2;Sorkwity;gmina wiejska
28;11;;;nidzicki;powiat
28;11;01;2;Janowiec Kościelny;gmina wiejska
28;11;02;2;Janowo;gmina wiejska
28;11;03;2;Kozłowo;gmina wiejska
28;11;04;4;Nidzica;miasto
28;11;04;5;Nidzica;obszar wiejski
28;12;;;nowomiejski;powiat
28;12;01;1;Nowe Miasto Lubawskie;gmina miejska
28;12;02;2;Biskupiec;gmina wiejska
28;12;03;2;Grodziczno;gmina wiejska
28;12;04;2;Kurzętnik;gmina wiejska
28;12;05;2;Bratian;gmina wiejska
28;13;;;olecki;powiat
28;13;03;2;Kowale Oleckie;gmina wiejska
28;13;04;4;Olecko;miasto
28;13;04;5;Olecko;obszar wiejski
28;13;05;2;Świętajno;gmina wiejska
28;13;06;2;Wieliczki;gmina wiejska
28;14;;;olsztyński;powiat
28;14;01;4;Barczewo;miasto
28;14;01;5;Barczewo;obszar wiejski
28;14;02;4;Biskupiec;miasto
28;14;02;5;Biskupiec;obszar wiejski
28;14;03;4;Dobre Miasto;miasto
28;14;03;5;Dobre Miasto;obszar wiejski
28;14;04;2;Dywity;gmina wiejska
28;14;05;2;Gietrzwałd;gmina wiejska
28;14;06;4;Jeziorany;miasto
28;14;06;5;Jeziorany;obszar wiejski
28;14;07;2;Jonkowo;gmina wiejska
28;14;08;2;Kolno;gmina wiejska
28;14;09;4;Olsztynek;miasto
28;14;09;5;Olsztynek;obszar wiejski
28;14;10;2;Purda;gmina wiejska
28;14;11;2;Stawiguda;gmina wiejska
28;14;12;2;Świątki;gmina wiejska
28;15;;;ostródzki;powiat
28;15;01;1;Ostróda;gmina miejska
28;15;02;2;Dąbrówno;gmina wiejska
28;15;03;2;Grunwald;gmina wiejska
28;15;04;2;Łukta;gmina wiejska
28;15;05;2;Małdyty;gmina wiejska
28;15;06;4;Miłakowo;miasto
28;15;06;5;Miłakowo;obszar wiejski
28;15;07;4;Miłomłyn;miasto
28;15;07;5;Miłomłyn;obszar wiejski
28;15;08;4;Morąg;miasto
28;15;08;5;Morąg;obszar wiejski
28;15;09;2;Ostróda;gmina wiejska
28;16;;;piski;powiat
28;16;01;4;Biała Piska;miasto
28;16;01;5;Biała Piska;obszar wiejski
28;16;02;4;Orzysz;miasto
28;16;02;5;Orzysz;obszar wiejski
28;16;03;4;Pisz;miasto
28;16;03;5;Pisz;obszar wiejski
28;16;04;4;Ruciane-Nida;miasto
28;16;04;5;Ruciane-Nida;obszar wiejski
28;17;;;szczycieński;powiat
28;17;01;1;Szczytno;gmina miejska
28;17;02;2;Dźwierzuty;gmina wiejska
28;17;03;2;Jedwabno;gmina wiejska
28;17;04;4;Pasym;miasto
28;17;04;5;Pasym;obszar wiejski
28;17;05;2;Rozogi;gmina wiejska
28;17;06;2;Szczytno;gmina wiejska
28;17;07;2;Świętajno;gmina wiejska
28;17;08;4;Wielbark;miasto
28;17;08;5;Wielbark;obszar wiejski
28;18;;;gołdapski;powiat
28;18;01;2;Banie Mazurskie;gmina wiejska
28;18;02;2;Dubeninki;gmina wiejska
28;18;03;4;Gołdap;miasto
28;18;03;5;Gołdap;obszar wiejski
28;19;;;węgorzewski;powiat
28;19;01;2;Budry;gmina wiejska
28;19;02;2;Pozezdrze;gmina wiejska
28;19;03;4;Węgorzewo;miasto
28;19;03;5;Węgorzewo;obszar wiejski
28;61;;;Elbląg;miasto na prawach powiatu
28;61;01;1;Elbląg;gmina miejska
28;62;;;Olsztyn;miasto na prawach powiatu
28;62;01;1;Olsztyn;gmina miejska
30;;;;WIELKOPOLSKIE;województwo
30;01;;;chodzieski;powiat
30;01;01;1;Chodzież;gmina miejska
30;01;02;4;Budzyń;miasto
30;01;02;5;Budzyń;obszar wiejski
30;01;03;2;Chodzież;gmina wiejska
30;01;04;4;Margonin;miasto
30;01;04;5;Margonin;obszar wiejski
30;01;05;4;Szamocin;miasto
30;01;05;5;Szamocin;obszar wiejski
30;02;;;czarnkowsko-trzcianecki;powiat
30;02;01;1;Czarnków;gmina miejska
30;02;02;2;Czarnków;gmina wiejska
30;02;03;2;Drawsko;gmina wiejska
30;02;04;4;Krzyż Wielkopolski;miasto
30;02;04;5;Krzyż Wielkopolski;obszar wiejski
30;02;05;2;Lubasz;gmina wiejska
30;02;06;2;Połajewo;gmina wiejska
30;02;07;4;Trzcianka;miasto
30;02;07;5;Trzcianka;obszar wiejski
30;02;08;4;Wieleń;miasto
30;02;08;5;Wieleń;obszar wiejski
30;03;;;gnieźnieński;powiat
30;03;01;1;Gniezno;gmina miejska
30;03;02;4;Czerniejewo;miasto
30;03;02;5;Czerniejewo;obszar wiejski
30;03;03;2;Gniezno;gmina wiejska
30;03;04;2;Kiszkowo;gmina wiejska
30;03;05;4;Kłecko;miasto
30;03;05;5;Kłecko;obszar wiejski
30;03;06;2;Łubowo;gmina wiejska
30;03;07;2;Mieleszyn;gmina wiejska
30;03;08;2;Niechanowo;gmina wiejska
30;03;09;4;Trzemeszno;miasto
30;03;09;5;Trzemeszno;obszar wiejski
30;03;10;4;Witkowo;miasto
30;03;10;5;Witkowo;obszar wiejski
30;04;;;gostyński;powiat
30;04;01;4;Borek Wielkopolski;miasto
30;04;01;5;Borek Wielkopolski;obszar wiejski
30;04;02;4;Gostyń;miasto
30;04;02;5;Gostyń;obszar wiejski
30;04;03;4;Krobia;miasto
30;04;03;5;Krobia;obszar wiejski
30;04;04;2;Pępowo;gmina wiejska
30;04;05;2;Piaski;gmina wiejska
30;04;06;4;Pogorzela;miasto
30;04;06;5;Pogorzela;obszar wiejski
30;04;07;4;Poniec;miasto
30;04;07;5;Poniec;obszar wiejski
30;05;;;grodziski;powiat
30;05;01;2;Granowo;gmina wiejska
30;05;02;4;Grodzisk Wielkopolski;miasto
30;05;02;5;Grodzisk Wielkopolski;obszar wiejski
30;05;03;2;Kamieniec;gmina wiejska
30;05;04;4;Rakoniewice;miasto
30;05;04;5;Rakoniewice;obszar wiejski
30;05;05;4;Wielichowo;miasto
30;05;05;5;Wielichowo;obszar wiejski
30;06;;;jarociński;powiat
30;06;01;4;Jaraczewo;miasto
30;06;01;5;Jaraczewo;obszar wiejski
30;06;02;4;Jarocin;miasto
30;06;02;5;Jarocin;obszar wiejski
30;06;03;2;Kotlin;gmina wiejska
30;06;04;4;Żerków;miasto
30;06;04;5;Żerków;obszar wiejski
30;07;;;kaliski;powiat
30;07;01;2;Blizanów;gmina wiejska
30;07;02;2;Brzeziny;gmina wiejska
30;07;03;2;Ceków-Kolonia;gmina wiejska
30;07;04;2;Godziesze Wielkie;gmina wiejska
30;07;05;4;Koźminek;miasto
30;07;05;5;Koźminek;obszar wiejski
30;07;06;2;Lisków;gmina wiejska
30;07;07;2;Mycielin;gmina wiejska
30;07;08;4;Opatówek;miasto
30;07;08;5;Opatówek;obszar wiejski
30;07;09;4;Stawiszyn;miasto
30;07;09;5;Stawiszyn;obszar wiejski
30;07;10;2;Szczytniki;gmina wiejska
30;07;11;2;Żelazków;gmina wiejska
30;08;;;kępiński;powiat
30;08;01;2;Baranów;gmina wiejska
30;08;02;2;Bralin;gmina wiejska
30;08;03;4;Kępno;miasto
30;08;03;5;Kępno;obszar wiejski
30;08;04;2;Łęka Opatowska;gmina wiejska
30;08;05;2;Perzów;gmina wiejska
30;08;06;4;Rychtal;miasto
30;08;06;5;Rychtal;obszar wiejski
30;08;07;2;Trzcinica;gmina wiejska
30;09;;;kolski;powiat
30;09;01;1;Koło;gmina miejska
30;09;02;2;Babiak;gmina wiejska
30;09;03;2;Chodów;gmina wiejska
30;09;04;4;Dąbie;miasto
30;09;04;5;Dąbie;obszar wiejski
30;09;05;2;Grzegorzew;gmina wiejska
30;09;06;4;Kłodawa;miasto
30;09;06;5;Kłodawa;obszar wiejski
30;09;07;2;Koło;gmina wiejska
30;09;08;2;Kościelec;gmina wiejska
30;09;09;2;Olszówka;gmina wiejska
30;09;10;2;Osiek Mały;gmina wiejska
30;09;11;4;Przedecz;miasto
30;09;11;5;Przedecz;obszar wiejski
30;10;;;koniński;powiat
30;10;01;4;Golina;miasto
30;10;01;5;Golina;obszar wiejski
30;10;02;2;Grodziec;gmina wiejska
30;10;03;2;Kazimierz Biskupi;gmina wiejska
30;10;04;4;Kleczew;miasto
30;10;04;5;Kleczew;obszar wiejski
30;10;05;2;Kramsk;gmina wiejska
30;10;06;2;Krzymów;gmina wiejska
30;10;07;4;Rychwał;miasto
30;10;07;5;Rychwał;obszar wiejski
30;10;08;2;Rzgów;gmina wiejska
30;10;09;2;Skulsk;gmina wiejska
30;10;10;4;Sompolno;miasto
30;10;10;5;Sompolno;obszar wiejski
30;10;11;2;Stare Miasto;gmina wiejska
30;10;12;4;Ślesin;miasto
30;10;12;5;Ślesin;obszar wiejski
30;10;13;2;Wierzbinek;gmina wiejska
30;10;14;2;Wilczyn;gmina wiejska
30;11;;;kościański;powiat
30;11;01;1;Kościan;gmina miejska
30;11;02;4;Czempiń;miasto
30;11;02;5;Czempiń;obszar wiejski
30;11;03;2;Kościan;gmina wiejska
30;11;04;4;Krzywiń;miasto
30;11;04;5;Krzywiń;obszar wiejski
30;11;05;4;Śmigiel;miasto
30;11;05;5;Śmigiel;obszar wiejski
30;12;;;krotoszyński;powiat
30;12;01;1;Sulmierzyce;gmina miejska
30;12;02;4;Kobylin;miasto
30;12;02;5;Kobylin;obszar wiejski
30;12;03;4;Koźmin Wielkopolski;miasto
30;12;03;5;Koźmin Wielkopolski;obszar wiejski
30;12;04;4;Krotoszyn;miasto
30;12;04;5;Krotoszyn;obszar wiejski
30;12;05;2;Rozdrażew;gmina wiejska
30;12;06;4;Zduny;miasto
30;12;06;5;Zduny;obszar wiejski
30;13;;;leszczyński;powiat
30;13;01;2;Krzemieniewo;gmina wiejska
30;13;02;2;Lipno;gmina wiejska
30;13;03;4;Osieczna;miasto
30;13;03;5;Osieczna;obszar wiejski
30;13;04;4;Rydzyna;miasto
30;13;04;5;Rydzyna;obszar wiejski
30;13;05;2;Święciechowa;gmina wiejska
30;13;06;2;Wijewo;gmina wiejska
30;13;07;2;Włoszakowice;gmina wiejska
30;14;;;międzychodzki;powiat
30;14;01;2;Chrzypsko Wielkie;gmina wiejska
30;14;02;2;Kwilcz;gmina wiejska
30;14;03;4;Międzychód;miasto
30;14;03;5;Międzychód;obszar wiejski
30;14;04;4;Sieraków;miasto
30;14;04;5;Sieraków;obszar wiejski
30;15;;;nowotomyski;powiat
30;15;01;2;Kuślin;gmina wiejska
30;15;02;4;Lwówek;miasto
30;15;02;5;Lwówek;obszar wiejski
30;15;03;2;Miedzichowo;gmina wiejska
30;15;04;4;Nowy Tomyśl;miasto
30;15;04;5;Nowy Tomyśl;obszar wiejski
30;15;05;4;Opalenica;miasto
30;15;05;5;Opalenica;obszar wiejski
30;15;06;4;Zbąszyń;miasto
30;15;06;5;Zbąszyń;obszar wiejski
30;16;;;obornicki;powiat
30;16;01;4;Oborniki;miasto
30;16;01;5;Oborniki;obszar wiejski
30;16;02;4;Rogoźno;miasto
30;16;02;5;Rogoźno;obszar wiejski
30;16;03;2;Ryczywół;gmina wiejska
30;17;;;ostrowski;powiat
30;17;01;1;Ostrów Wielkopolski;gmina miejska
30;17;02;4;Nowe Skalmierzyce;miasto
30;17;02;5;Nowe Skalmierzyce;obszar wiejski
30;17;03;4;Odolanów;miasto
30;17;03;5;Odolanów;obszar wiejski
30;17;04;2;Ostrów Wielkopolski;gmina wiejska
30;17;05;2;Przygodzice;gmina wiejska
30;17;06;4;Raszków;miasto
30;17;06;5;Raszków;obszar wiejski
30;17;07;2;Sieroszewice;gmina wiejska
30;17;08;2;Sośnie;gmina wiejska
30;18;;;ostrzeszowski;powiat
30;18;01;2;Czajków;gmina wiejska
30;18;02;2;Doruchów;gmina wiejska
30;18;03;4;Grabów nad Prosną;miasto
30;18;03;5;Grabów nad Prosną;obszar wiejski
30;18;04;2;Kobyla Góra;gmina wiejska
30;18;05;2;Kraszewice;gmina wiejska
30;18;06;4;Mikstat;miasto
30;18;06;5;Mikstat;obszar wiejski
30;18;07;4;Ostrzeszów;miasto
30;18;07;5;Ostrzeszów;obszar wiejski
30;19;;;pilski;powiat
30;19;01;1;Piła;gmina miejska
30;19;02;2;Białośliwie;gmina wiejska
30;19;03;4;Kaczory;miasto
30;19;03;5;Kaczory;obszar wiejski
30;19;04;4;Łobżenica;miasto
30;19;04;5;Łobżenica;obszar wiejski
30;19;05;4;Miasteczko Krajeńskie;miasto
30;19;05;5;Miasteczko Krajeńskie;obszar wiejski
30;19;06;2;Szydłowo;gmina wiejska
30;19;07;4;Ujście;miasto
30;19;07;5;Ujście;obszar wiejski
30;19;08;4;Wyrzysk;miasto
30;19;08;5;Wyrzysk;obszar wiejski
30;19;09;4;Wysoka;miasto
30;19;09;5;Wysoka;obszar wiejski
30;20;;;pleszewski;powiat
30;20;01;4;Chocz;miasto
30;20;01;5;Chocz;obszar wiejski
30;20;02;2;Czermin;gmina wiejska
30;20;03;4;Dobrzyca;miasto
30;20;03;5;Dobrzyca;obszar wiejski
30;20;04;2;Gizałki;gmina wiejska
30;20;05;2;Gołuchów;gmina wiejska
30;20;06;4;Pleszew;miasto
30;20;06;5;Pleszew;obszar wiejski
30;21;;;poznański;powiat
30;21;01;1;Luboń;gmina miejska
30;21;02;1;Puszczykowo;gmina miejska
30;21;03;4;Buk;miasto
30;21;03;5;Buk;obszar wiejski
30;21;04;2;Czerwonak;gmina wiejska
30;21;05;2;Dopiewo;gmina wiejska
30;21;06;2;Kleszczewo;gmina wiejska
30;21;07;2;Komorniki;gmina wiejska
30;21;08;4;Kostrzyn;miasto
30;21;08;5;Kostrzyn;obszar wiejski
30;21;09;4;Kórnik;miasto
30;21;09;5;Kórnik;obszar wiejski
30;21;10;4;Mosina;miasto
30;21;10;5;Mosina;obszar wiejski
30;21;11;4;Murowana Goślina;miasto
30;21;11;5;Murowana Goślina;obszar wiejski
30;21;12;4;Pobiedziska;miasto
30;21;12;5;Pobiedziska;obszar wiejski
30;21;13;2;Rokietnica;gmina wiejska
30;21;14;4;Stęszew;miasto
30;21;14;5;Stęszew;obszar wiejski
30;21;15;2;Suchy Las;gmina wiejska
30;21;16;4;Swarzędz;miasto
30;21;16;5;Swarzędz;obszar wiejski
30;21;17;2;Tarnowo Podgórne;gmina wiejska
30;22;;;rawicki;powiat
30;22;01;4;Bojanowo;miasto
30;22;01;5;Bojanowo;obszar wiejski
30;22;02;4;Jutrosin;miasto
30;22;02;5;Jutrosin;obszar wiejski
30;22;03;4;Miejska Górka;miasto
30;22;03;5;Miejska Górka;obszar wiejski
30;22;04;2;Pakosław;gmina wiejska
30;22;05;4;Rawicz;miasto
30;22;05;5;Rawicz;obszar wiejski
